Name, finalTime, numberOfAttempts
Sphere19, 1936.2155, 2
Sphere16, 1674.5518, 3
Sphere13, 3050.3106, 4
Sphere15, 1561.7584, 4
Sphere11, 2274.9076, 4
Sphere12, 1161.9159, 2
Sphere7, 936.9281, 1
Sphere18, 849.5333, 1
Sphere10, 699.2194, 1
Sphere8, 925.065, 2
Sphere3, 674.4371, 1
Sphere9, 674.3778, 1
Sphere1, 1162.584, 2
Sphere2, 687.6565, 1
Sphere4, 575.1403, 1
Sphere6, 562.1716, 1
Sphere17, 686.3369, 1
Sphere20, 949.1179, 2
Sphere14, 1036.3231, 2
Sphere5, 786.4524, 1
Sphere17, 736.6427, 1
Sphere2, 849.2732, 2
Sphere4, 712.149, 1
Sphere11, 548.5664, 1
Sphere18, 612.4481, 1
Sphere1, 862.0729, 2
Sphere13, 586.5352, 1
Sphere14, 1524.829, 3
Sphere7, 936.951, 2
Sphere15, 661.3596, 1
Sphere12, 811.9552, 1
Sphere9, 674.7126, 1
Sphere6, 686.1641, 1
Sphere10, 649.259, 1
Sphere19, 861.9694, 1
Sphere8, 686.4531, 1
Sphere3, 699.8186, 1
Sphere20, 949.5129, 2
Sphere16, 575.1836, 1
Sphere5, 861.9248, 2
Sphere18, 486.6959, 1
Sphere13, 612.9676, 1
Sphere9, 624.353, 1
Sphere1, 911.5892, 2
Sphere7, 611.1214, 1
Sphere15, 1861.6714, 4
Sphere16, 937.2129, 1
Sphere10, 1049.9532, 2
Sphere14, 848.3453, 1
Sphere2, 1449.2634, 3
Total, 47774.8143, 81
Name, finalTime, numberOfAttempts
